trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1284,False,"{'a': 0.1, 'e': 0.28383987614468165}",20,10,7.491313929715107,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.1, 'e': 0.2828808626910075}",20,4,-29.602448842844453,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1286,False,"{'a': 0.1, 'e': 0.2819215663564944}",25,20,6.314205544918604,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.1, 'e': 0.28096198810043826}",20,14,8.133255523934048,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.1, 'e': 0.2800021288824176}",20,10,18.300215871580882,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.1, 'e': 0.2790419896622912}",20,16,7.2322042215417754,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.1, 'e': 0.2780815714001986}",25,14,10.797031131002917,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.1, 'e': 0.2771208750565576}",20,1,-4.0516765535651045,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
1292,False,"{'a': 0.1, 'e': 0.2761599015920648}",20,0,-33.41067411866886,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
1293,False,"{'a': 0.1, 'e': 0.2751986519676933}",30,20,17.790164296925916,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.1, 'e': 0.27423712714469284}",20,11,-25.390974903240505,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1295,False,"{'a': 0.1, 'e': 0.273275328084588}",25,8,16.280278211029618,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1296,False,"{'a': 0.1, 'e': 0.272313255749178}",20,4,7.486980366179646,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1297,False,"{'a': 0.1, 'e': 0.2713509111005347}",20,5,21.221255412001547,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.1, 'e': 0.27038829510100315}",20,6,-69.82443746969032,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
1299,False,"{'a': 0.1, 'e': 0.26942540871319887}",20,11,16.61087468776297,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.1, 'e': 0.26846225290000847}",20,3,-69.66225082363162,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 1}",1
1301,False,"{'a': 0.1, 'e': 0.26749882862458735}",25,11,-41.198750711245374,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1302,False,"{'a': 0.1, 'e': 0.2665351368503601}",20,15,-34.08849995517383,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
1303,False,"{'a': 0.1, 'e': 0.265571178541018}",20,12,7.771055081198469,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.1, 'e': 0.26460695466051976}",30,23,12.52942468320992,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.1, 'e': 0.2636424661730887}",20,0,-25.12377710717514,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1306,False,"{'a': 0.1, 'e': 0.26267771404321355}",25,12,-79.64311572892,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 2}",1
1307,False,"{'a': 0.1, 'e': 0.2617126992356461}",20,11,5.61156161177384,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1308,False,"{'a': 0.1, 'e': 0.26074742271540147}",20,8,17.02372487102067,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.1, 'e': 0.25978188544775555}",20,16,7.102554872685613,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.1, 'e': 0.2588160883982461}",20,7,11.824953133329949,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1311,False,"{'a': 0.1, 'e': 0.2578500325326696}",25,8,-54.65612811531016,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
1312,False,"{'a': 0.1, 'e': 0.2568837188170823}",20,13,14.639523312725036,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.1, 'e': 0.2559171482177973}",25,14,5.386367989117182,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1314,False,"{'a': 0.1, 'e': 0.2549503217013857}",20,9,-4.160922985795298,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1315,False,"{'a': 0.1, 'e': 0.2539832402346734}",25,5,-17.215008116214143,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
1316,False,"{'a': 0.1, 'e': 0.25301590478474223}",30,21,-4.641166888211398,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1317,False,"{'a': 0.1, 'e': 0.25204831631892716}",30,16,-28.11537181258267,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1318,False,"{'a': 0.1, 'e': 0.25108047580481696}",30,15,3.439621371663838,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1319,False,"{'a': 0.1, 'e': 0.2501123842102517}",25,13,21.04887396730061,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.1, 'e': 0.24914404250332328}",20,13,2.398975894705547,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1321,False,"{'a': 0.1, 'e': 0.2481754516523729}",25,17,-50.62150612401668,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
1322,False,"{'a': 0.1, 'e': 0.24720661262599175}",20,14,11.098787498902428,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.1, 'e': 0.24623752639301838}",25,15,6.691772320880389,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1324,False,"{'a': 0.1, 'e': 0.24526819392253935}",20,8,-29.520840336440166,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
1325,False,"{'a': 0.1, 'e': 0.24429861618388662}",20,13,10.081689501310414,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.1, 'e': 0.24332879414663827}",20,0,-10.656991214936898,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1327,False,"{'a': 0.1, 'e': 0.24235872878061585}",25,12,7.929353579369268,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1328,False,"{'a': 0.1, 'e': 0.24138842105588507}",30,10,-2.6226358405786083,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
1329,False,"{'a': 0.1, 'e': 0.2404178719427531}",20,1,22.95501574342468,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.1, 'e': 0.23944708241176946}",20,13,2.2541387729285978,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1331,False,"{'a': 0.1, 'e': 0.23847605343372313}",30,16,20.82240305730478,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'a': 0.1, 'e': 0.23750478597964347}",25,15,4.255011509653796,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1333,False,"{'a': 0.1, 'e': 0.2365332810207974}",25,14,17.49190310130929,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.1, 'e': 0.23556153952869024}",20,13,14.618173556266706,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.1, 'e': 0.23458956247506296}",20,8,-19.941377650690065,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
1336,False,"{'a': 0.1, 'e': 0.233617350831893}",25,19,-10.934621819807372,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1337,False,"{'a': 0.1, 'e': 0.23264490557139142}",25,17,14.638021708453705,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.1, 'e': 0.2316722276660039}",25,11,14.89488827987078,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1339,False,"{'a': 0.1, 'e': 0.2306993180884078}",20,9,6.507117302216501,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1340,False,"{'a': 0.1, 'e': 0.22972617781151303}",25,14,25.710079368723036,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.1, 'e': 0.22875280780845939}",25,13,-22.725064526863225,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
1342,False,"{'a': 0.1, 'e': 0.22777920905261723}",20,8,-25.86243698272347,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
1343,False,"{'a': 0.1, 'e': 0.22680538251758475}",25,8,6.725324534157556,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1344,False,"{'a': 0.1, 'e': 0.2258313291771889}",20,0,13.952705920435802,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1345,False,"{'a': 0.1, 'e': 0.22485705000548248}",25,11,7.322406955159267,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1346,False,"{'a': 0.1, 'e': 0.22388254597674498}",25,14,18.16014110120983,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.1, 'e': 0.22290781806547996}",20,6,-30.913713196931504,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1348,False,"{'a': 0.1, 'e': 0.22193286724641567}",20,3,-46.885925142406236,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
1349,False,"{'a': 0.1, 'e': 0.22095769449450242}",20,16,5.966360617056532,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.1, 'e': 0.2199823007849133}",20,0,22.294166833501677,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1351,False,"{'a': 0.1, 'e': 0.2190066870930415}",20,15,-0.31226212834999734,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1352,False,"{'a': 0.1, 'e': 0.21803085439450107}",20,11,19.74600823256766,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.1, 'e': 0.2170548036651242}",20,12,-27.014238213745507,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1354,False,"{'a': 0.1, 'e': 0.21607853588096199}",20,2,-11.364212008145447,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
1355,False,"{'a': 0.1, 'e': 0.21510205201828167}",20,12,8.660545800399014,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.1, 'e': 0.21412535305356747}",25,14,6.667425410117033,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1357,False,"{'a': 0.1, 'e': 0.21314843996351787}",30,13,-11.162924697470093,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
1358,False,"{'a': 0.1, 'e': 0.21217131372504627}",20,5,15.228068610150892,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1359,False,"{'a': 0.1, 'e': 0.2111939753152784}",25,9,16.26988590297003,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1360,False,"{'a': 0.1, 'e': 0.21021642571155302}",20,12,6.885573556869361,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1361,False,"{'a': 0.1, 'e': 0.20923866589141926}",20,11,2.8890252481638052,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1362,False,"{'a': 0.1, 'e': 0.20826069683263726}",20,9,-5.202874129122541,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1363,False,"{'a': 0.1, 'e': 0.20728251951317556}",30,14,10.96124277628286,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1364,False,"{'a': 0.1, 'e': 0.20630413491121183}",20,15,9.953967733747259,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.1, 'e': 0.20532554400513015}",20,3,21.307771607737227,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.1, 'e': 0.20434674777352183}",30,1,-39.91846995112113,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 2}",1
1367,False,"{'a': 0.1, 'e': 0.2033677471951825}",20,0,33.62510642894904,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1368,False,"{'a': 0.1, 'e': 0.20238854324911318}",25,14,7.7999881282997325,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1369,False,"{'a': 0.1, 'e': 0.20140913691451723}",25,16,15.600022610308077,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.1, 'e': 0.2004295291708014}",20,8,9.358903505515986,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1371,False,"{'a': 0.1, 'e': 0.19944972099757285}",20,0,33.80273011399638,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1372,False,"{'a': 0.1, 'e': 0.19846971337464017}",20,6,-18.711071464976015,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1373,False,"{'a': 0.1, 'e': 0.19748950728201042}",20,12,-27.025413253895916,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1374,False,"{'a': 0.1, 'e': 0.19650910369989008}",20,9,-53.41194719413243,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
1375,False,"{'a': 0.1, 'e': 0.19552850360868218}",20,2,-11.866731763490352,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1376,False,"{'a': 0.1, 'e': 0.19454770798898718}",20,13,3.3347238718476397,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1377,False,"{'a': 0.1, 'e': 0.1935667178216002}",25,15,20.68148180416222,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1378,False,"{'a': 0.1, 'e': 0.19258553408751175}",25,16,-4.817255661776686,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1379,False,"{'a': 0.1, 'e': 0.19160415776790501}",25,13,19.067762635800587,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'a': 0.1, 'e': 0.19062258984415673}",20,6,17.085628155374643,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1381,False,"{'a': 0.1, 'e': 0.18964083129783424}",20,7,7.870319729560295,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1382,False,"{'a': 0.1, 'e': 0.1886588831106965}",20,7,8.060703195383411,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1383,False,"{'a': 0.1, 'e': 0.18767674626469114}",20,8,22.26183818740401,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.1, 'e': 0.18669442174195539}",20,14,11.307469464628483,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.1, 'e': 0.1857119105248132}",30,3,-54.4207526921743,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 2}",1
1386,False,"{'a': 0.1, 'e': 0.1847292135957762}",20,6,5.605146858108382,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1387,False,"{'a': 0.1, 'e': 0.18374633193754078}",25,18,-25.717524427102138,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1388,False,"{'a': 0.1, 'e': 0.18276326653298897}",25,3,-13.542330337846856,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
1389,False,"{'a': 0.1, 'e': 0.18178001836518562}",20,0,7.473065443624391,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1390,False,"{'a': 0.1, 'e': 0.18079658841737928}",20,0,-4.311318174458046,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1391,False,"{'a': 0.1, 'e': 0.17981297767299936}",25,15,19.493292780399415,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.1, 'e': 0.17882918711565696}",20,0,-10.293841643324205,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1393,False,"{'a': 0.1, 'e': 0.17784521772914216}",20,12,16.194414431420956,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.1, 'e': 0.17686107049742464}",25,15,18.735187155484766,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.1, 'e': 0.17587674640465117}",20,0,-45.406650105214545,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
1396,False,"{'a': 0.1, 'e': 0.17489224643514614}",20,13,11.813008869730142,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.1, 'e': 0.17390757157340905}",20,6,23.182800459005534,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.1, 'e': 0.1729227228041151}",20,0,22.403259651770867,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1399,False,"{'a': 0.1, 'e': 0.17193770111211254}",20,14,8.823819479804712,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.1, 'e': 0.17095250748242338}",25,10,1.4750422293049883,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1401,False,"{'a': 0.1, 'e': 0.16996714290024081}",20,10,-23.155531927004763,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1402,False,"{'a': 0.1, 'e': 0.1689816083509297}",20,10,20.102106314212374,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.1, 'e': 0.1679959048200241}",30,21,15.303152055484176,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.1, 'e': 0.16701003329322792}",20,8,-15.33436543585103,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1405,False,"{'a': 0.1, 'e': 0.1660239947564121}",25,11,27.73210602492836,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.1, 'e': 0.16503779019561562}",20,9,12.657062098309709,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1407,False,"{'a': 0.1, 'e': 0.16405142059704247}",25,17,14.86132007182714,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.1, 'e': 0.16306488694706261}",20,12,11.206433733852261,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.1, 'e': 0.1620781902322094}",25,6,-26.22769703346697,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
1410,False,"{'a': 0.1, 'e': 0.16109133143917923}",20,7,-25.905149590943097,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
1411,False,"{'a': 0.1, 'e': 0.16010431155483126}",25,13,-1.2703235544392029,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1412,False,"{'a': 0.1, 'e': 0.15911713156618487}",20,14,13.237983922447997,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.1, 'e': 0.1581297924604204}",25,19,13.087589251736388,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.1, 'e': 0.1571422952248764}",20,12,-25.87874957941727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1415,False,"{'a': 0.1, 'e': 0.15615464084705052}",25,13,27.352975227074584,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.1, 'e': 0.15516683031459658}",30,13,29.146454311372423,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.1, 'e': 0.15417886461532546}",25,15,18.429230744634047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.1, 'e': 0.15319074473720237}",20,11,1.2949266788146359,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
1419,False,"{'a': 0.1, 'e': 0.15220247166834752}",25,13,9.096152814091031,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1420,False,"{'a': 0.1, 'e': 0.15121404639703348}",20,1,19.14360472116303,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1421,False,"{'a': 0.1, 'e': 0.15022546991168584}",20,14,11.99116760735351,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1422,False,"{'a': 0.1, 'e': 0.1492367432008806}",25,14,22.249924016581076,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.1, 'e': 0.14824786725334482}",20,9,20.140018955123793,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.1, 'e': 0.14725884305795392}",20,8,27.149975365517665,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'a': 0.1, 'e': 0.14626967160373244}",20,15,2.4969615623469403,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'a': 0.1, 'e': 0.14528035387985133}",20,10,15.487409951542705,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'a': 0.1, 'e': 0.14429089087562869}",25,18,12.051766808284057,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1428,False,"{'a': 0.1, 'e': 0.14330128358052693}",20,11,-6.695762950593821,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1429,False,"{'a': 0.1, 'e': 0.1423115329841538}",20,16,8.333511263115765,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.1, 'e': 0.1413216400762593}",20,13,-34.1839433598289,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
1431,False,"{'a': 0.1, 'e': 0.14033160584673673}",25,15,9.055947761618338,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1432,False,"{'a': 0.1, 'e': 0.13934143128561977}",20,5,6.952965929566227,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1433,False,"{'a': 0.1, 'e': 0.13835111738308337}",25,16,9.571502263241422,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1434,False,"{'a': 0.1, 'e': 0.1373606651294409}",20,10,16.76954650240495,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'a': 0.1, 'e': 0.13637007551514496}",20,14,10.968109370168401,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.1, 'e': 0.13537934953078465}",20,6,24.553230783447145,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1437,False,"{'a': 0.1, 'e': 0.13438848816708632}",25,13,-0.4652003606398223,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1438,False,"{'a': 0.1, 'e': 0.1333974924149108}",20,3,14.566289529394172,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1439,False,"{'a': 0.1, 'e': 0.1324063632652542}",20,9,-14.02004978038858,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
1440,False,"{'a': 0.1, 'e': 0.13141510170924514}",25,14,1.3707143007386717,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1441,False,"{'a': 0.1, 'e': 0.13042370873814554}",20,1,-37.13083183028279,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
1442,False,"{'a': 0.1, 'e': 0.12943218534334786}",20,8,17.40597249699291,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.1, 'e': 0.12844053251637585}",30,20,14.673728972658031,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1444,False,"{'a': 0.1, 'e': 0.1274487512488818}",25,16,3.058996565436963,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1445,False,"{'a': 0.1, 'e': 0.12645684253264733}",20,14,12.210771684724167,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1446,False,"{'a': 0.1, 'e': 0.12546480735958065}",20,0,10.181616853508535,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
1447,False,"{'a': 0.1, 'e': 0.12447264672171729}",20,0,-6.1654677073500075,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1448,False,"{'a': 0.1, 'e': 0.12348036161121737}",25,19,6.188758366875731,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1449,False,"{'a': 0.1, 'e': 0.12248795302036633}",20,6,28.124916827807343,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1450,False,"{'a': 0.1, 'e': 0.12149542194157227}",20,6,21.327200577901962,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1451,False,"{'a': 0.1, 'e': 0.12050276936736662}",25,14,-33.83170741528049,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1452,False,"{'a': 0.1, 'e': 0.1195099962904014}",25,10,11.936352402521123,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1453,False,"{'a': 0.1, 'e': 0.11851710370345009}",20,15,10.610665377937293,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1454,False,"{'a': 0.1, 'e': 0.11752409259940473}",20,12,-5.655758658918579,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1455,False,"{'a': 0.1, 'e': 0.11653096397127678}",25,16,19.344750044839007,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1456,False,"{'a': 0.1, 'e': 0.11553771881219435}",20,12,14.890466394059413,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1457,False,"{'a': 0.1, 'e': 0.11454435811540296}",25,15,-19.44805984227029,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1458,False,"{'a': 0.1, 'e': 0.11355088287426278}",25,10,29.557970407077438,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1459,False,"{'a': 0.1, 'e': 0.1125572940822494}",20,0,-16.914279855105598,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1460,False,"{'a': 0.1, 'e': 0.1115635927329511}",20,16,7.192322928030948,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1461,False,"{'a': 0.1, 'e': 0.11056977982006959}",25,15,16.87157691009917,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1462,False,"{'a': 0.1, 'e': 0.10957585633741725}",25,19,8.812515011623656,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1463,False,"{'a': 0.1, 'e': 0.10858182327891792}",20,16,7.757746875975462,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1464,False,"{'a': 0.1, 'e': 0.10758768163860415}",20,11,12.641038476310852,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1465,False,"{'a': 0.1, 'e': 0.10659343241061792}",25,9,5.752015953286707,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
