trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.1, 'e': 0.933407994804752}",20,0,-77.50555494154422,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
369,False,"{'a': 0.1, 'e': 0.9330487113337409}",25,0,-226.71383398311733,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 4}",0
370,False,"{'a': 0.1, 'e': 0.9326884948140962}",25,0,-115.96376906540004,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
371,False,"{'a': 0.1, 'e': 0.9323273456060345}",30,0,-106.07826767839403,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 1}",0
372,False,"{'a': 0.1, 'e': 0.9319652640707048}",30,12,-41.52877747961655,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 0}",1
373,False,"{'a': 0.1, 'e': 0.9316022505701886}",30,12,-85.04168337259806,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 0}",1
374,False,"{'a': 0.1, 'e': 0.9312383054674996}",20,7,-79.27050535118089,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 1}",1
375,False,"{'a': 0.1, 'e': 0.9308734291265828}",20,0,-151.0139200577183,"{0: 8, 1: 4, 2: 4, 3: 3, 4: 1}",0
376,False,"{'a': 0.1, 'e': 0.9305076219123143}",30,0,-231.05465712285198,"{0: 15, 1: 4, 2: 7, 3: 0, 4: 4}",0
377,False,"{'a': 0.1, 'e': 0.9301408841905014}",20,0,-105.85070600020003,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
378,False,"{'a': 0.1, 'e': 0.929773216327882}",20,0,-105.68887815338432,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
379,False,"{'a': 0.1, 'e': 0.9294046186921237}",20,6,-69.07174252217264,"{0: 8, 1: 4, 2: 0, 3: 1, 4: 1}",1
380,False,"{'a': 0.1, 'e': 0.9290350916518241}",20,0,-81.17106690036759,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
381,False,"{'a': 0.1, 'e': 0.9286646355765102}",20,0,-113.32570099516911,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 2}",0
382,False,"{'a': 0.1, 'e': 0.9282932508366383}",20,16,5.925412301521625,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.1, 'e': 0.9279209378035927}",20,4,-65.70681047355731,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 1}",1
384,False,"{'a': 0.1, 'e': 0.9275476968496869}",20,0,-191.64473340219962,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
385,False,"{'a': 0.1, 'e': 0.9271735283481612}",25,0,-151.6190562635555,"{0: 12, 1: 6, 2: 4, 3: 1, 4: 2}",0
386,False,"{'a': 0.1, 'e': 0.9267984326731847}",25,0,-141.51970907579312,"{0: 12, 1: 3, 2: 8, 3: 1, 4: 1}",0
387,False,"{'a': 0.1, 'e': 0.9264224101998526}",25,0,-121.96371340573464,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
388,False,"{'a': 0.1, 'e': 0.9260454613041876}",25,0,-280.6017305904368,"{0: 5, 1: 8, 2: 7, 3: 1, 4: 4}",0
389,False,"{'a': 0.1, 'e': 0.9256675863631385}",20,0,-85.35000595788458,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",1
390,False,"{'a': 0.1, 'e': 0.9252887857545801}",25,0,-194.4145423334173,"{0: 11, 1: 1, 2: 10, 3: 1, 4: 2}",0
391,False,"{'a': 0.1, 'e': 0.9249090598573131}",20,0,-121.21779473187355,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
392,False,"{'a': 0.1, 'e': 0.9245284090510633}",25,0,-77.85991232725455,"{0: 15, 1: 5, 2: 3, 3: 2, 4: 0}",0
393,False,"{'a': 0.1, 'e': 0.9241468337164814}",20,0,-110.65183710833318,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
394,False,"{'a': 0.1, 'e': 0.9237643342351428}",30,10,-104.26519892120616,"{0: 15, 1: 1, 2: 0, 3: 2, 4: 2}",1
395,False,"{'a': 0.1, 'e': 0.9233809109895471}",30,0,-214.0833083978009,"{0: 18, 1: 3, 2: 4, 3: 1, 4: 4}",0
396,False,"{'a': 0.1, 'e': 0.9229965643631173}",25,0,-121.11492117613507,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
397,False,"{'a': 0.1, 'e': 0.9226112947402}",25,8,-74.0888267474792,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 1}",1
398,False,"{'a': 0.1, 'e': 0.9222251025060648}",20,14,-43.73797799563281,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
399,False,"{'a': 0.1, 'e': 0.9218379880469041}",20,3,-164.01763260426614,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 3}",1
400,False,"{'a': 0.1, 'e': 0.921449951749832}",20,0,-137.57225245982062,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
401,False,"{'a': 0.1, 'e': 0.9210609940028851}",20,0,-55.22790381450922,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
402,False,"{'a': 0.1, 'e': 0.9206711151950209}",25,0,-142.58552600823077,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
403,False,"{'a': 0.1, 'e': 0.9202803157161181}",20,0,-107.38410064397517,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
404,False,"{'a': 0.1, 'e': 0.9198885959569765}",20,0,-68.80469029207677,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
405,False,"{'a': 0.1, 'e': 0.9194959563093155}",20,0,-110.09187842335244,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
406,False,"{'a': 0.1, 'e': 0.9191023971657747}",20,6,-20.203714228643946,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
407,False,"{'a': 0.1, 'e': 0.9187079189199134}",20,7,-53.421660499534525,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
408,False,"{'a': 0.1, 'e': 0.9183125219662098}",20,11,-29.36079980874434,"{0: 5, 1: 2, 2: 1, 3: 1, 4: 0}",1
409,False,"{'a': 0.1, 'e': 0.9179162067000607}",20,0,-152.46224097686894,"{0: 10, 1: 4, 2: 2, 3: 2, 4: 2}",0
410,False,"{'a': 0.1, 'e': 0.9175189735177814}",20,3,-144.45778770388495,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 3}",1
411,False,"{'a': 0.1, 'e': 0.9171208228166051}",20,0,-92.23933450299965,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
412,False,"{'a': 0.1, 'e': 0.9167217549946823}",25,0,-266.14806859450204,"{0: 10, 1: 4, 2: 4, 3: 3, 4: 4}",0
413,False,"{'a': 0.1, 'e': 0.916321770451081}",20,0,-229.3362292790758,"{0: 7, 1: 4, 2: 2, 3: 4, 4: 3}",0
414,False,"{'a': 0.1, 'e': 0.9159208695857856}",25,0,-91.9268217308268,"{0: 14, 1: 5, 2: 4, 3: 2, 4: 0}",0
415,False,"{'a': 0.1, 'e': 0.9155190527996969}",20,0,-168.0438998424679,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
416,False,"{'a': 0.1, 'e': 0.9151163204946318}",20,0,-63.61858965999973,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
417,False,"{'a': 0.1, 'e': 0.9147126730733223}",25,0,-138.815116191945,"{0: 14, 1: 5, 2: 1, 3: 4, 4: 1}",0
418,False,"{'a': 0.1, 'e': 0.914308110939416}",20,0,-89.88958899639532,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
419,False,"{'a': 0.1, 'e': 0.913902634497475}",25,5,-86.29193793798851,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",1
420,False,"{'a': 0.1, 'e': 0.9134962441529757}",20,0,-77.58140879977857,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
421,False,"{'a': 0.1, 'e': 0.9130889403123083}",20,0,-96.89022303055785,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
422,False,"{'a': 0.1, 'e': 0.9126807233827767}",20,0,-60.63078731128913,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
423,False,"{'a': 0.1, 'e': 0.9122715937725977}",25,0,-202.21298436937897,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 3}",0
424,False,"{'a': 0.1, 'e': 0.911861551890901}",20,0,-82.0722197771919,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
425,False,"{'a': 0.1, 'e': 0.9114505981477284}",25,1,-121.51675345309415,"{0: 10, 1: 5, 2: 7, 3: 2, 4: 0}",1
426,False,"{'a': 0.1, 'e': 0.9110387329540337}",20,0,-79.52494720491845,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
427,False,"{'a': 0.1, 'e': 0.9106259567216819}",25,0,-153.46493650891497,"{0: 12, 1: 5, 2: 6, 3: 0, 4: 2}",0
428,False,"{'a': 0.1, 'e': 0.9102122698634492}",25,0,-95.82959845484123,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
429,False,"{'a': 0.1, 'e': 0.9097976727930226}",20,0,-132.40931478562655,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
430,False,"{'a': 0.1, 'e': 0.9093821659249989}",20,0,-56.88754157272338,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
431,False,"{'a': 0.1, 'e': 0.9089657496748851}",20,0,-18.067318883294107,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
432,False,"{'a': 0.1, 'e': 0.9085484244590974}",25,0,-213.82258692542982,"{0: 15, 1: 2, 2: 2, 3: 2, 4: 4}",0
433,False,"{'a': 0.1, 'e': 0.9081301906949609}",20,0,-101.81896438389252,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
434,False,"{'a': 0.1, 'e': 0.9077110488007095}",25,0,-161.40077899697968,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
435,False,"{'a': 0.1, 'e': 0.9072909991954848}",20,0,-129.10534803316364,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
436,False,"{'a': 0.1, 'e': 0.9068700422993367}",20,0,-152.54301980777245,"{0: 10, 1: 4, 2: 2, 3: 2, 4: 2}",0
437,False,"{'a': 0.1, 'e': 0.9064481785332217}",20,0,-208.58169079569075,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 3}",0
438,False,"{'a': 0.1, 'e': 0.9060254083190037}",20,0,-167.59861075943493,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 3}",0
439,False,"{'a': 0.1, 'e': 0.9056017320794529}",30,0,-102.73218671656524,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 1}",0
440,False,"{'a': 0.1, 'e': 0.9051771502382456}",30,0,-85.16650654054087,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
441,False,"{'a': 0.1, 'e': 0.9047516632199634}",20,8,-95.44596010603183,"{0: 6, 1: 1, 2: 2, 3: 2, 4: 1}",1
442,False,"{'a': 0.1, 'e': 0.9043252714500934}",20,0,-88.27908701382135,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
443,False,"{'a': 0.1, 'e': 0.9038979753550274}",30,0,-121.06100297129692,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
444,False,"{'a': 0.1, 'e': 0.9034697753620612}",20,0,-126.36174825314934,"{0: 12, 1: 0, 2: 4, 3: 3, 4: 1}",0
445,False,"{'a': 0.1, 'e': 0.903040671899395}",20,0,-47.14132126940717,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
446,False,"{'a': 0.1, 'e': 0.9026106653961321}",30,8,-106.19844758572005,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 2}",1
447,False,"{'a': 0.1, 'e': 0.9021797562822791}",30,0,-120.13160320934138,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 1}",0
448,False,"{'a': 0.1, 'e': 0.901747944988745}",25,0,-66.2879447270055,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
449,False,"{'a': 0.1, 'e': 0.9013152319473411}",20,0,-202.80280170639014,"{0: 8, 1: 2, 2: 6, 3: 1, 4: 3}",0
450,False,"{'a': 0.1, 'e': 0.9008816175907802}",20,13,-18.380179953362628,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
451,False,"{'a': 0.1, 'e': 0.9004471023526769}",20,1,-112.11036850094582,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 1}",1
452,False,"{'a': 0.1, 'e': 0.9000116866675463}",20,10,-73.59743212803711,"{0: 5, 1: 2, 2: 1, 3: 1, 4: 1}",1
453,False,"{'a': 0.1, 'e': 0.899575370970804}",25,8,-137.93755910071008,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 3}",1
454,False,"{'a': 0.1, 'e': 0.8991381556987657}",20,4,-52.35024442973709,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
455,False,"{'a': 0.1, 'e': 0.8987000412886466}",25,0,-217.16172858042114,"{0: 12, 1: 2, 2: 6, 3: 2, 4: 3}",0
456,False,"{'a': 0.1, 'e': 0.8982610281785611}",30,20,-34.55657051242508,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
457,False,"{'a': 0.1, 'e': 0.8978211168075223}",25,2,-239.11241267430074,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 4}",1
458,False,"{'a': 0.1, 'e': 0.8973803076154415}",20,14,-8.286958566983351,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.1, 'e': 0.896938601043128}",20,9,-20.289330634349074,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
460,False,"{'a': 0.1, 'e': 0.896495997532288}",20,0,-116.89681556026746,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
461,False,"{'a': 0.1, 'e': 0.8960524975255252}",25,8,-108.53596963720298,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 2}",1
462,False,"{'a': 0.1, 'e': 0.8956081014663396}",20,6,-58.41031311099483,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
463,False,"{'a': 0.1, 'e': 0.8951628097991272}",20,0,-48.77355489508265,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
464,False,"{'a': 0.1, 'e': 0.8947166229691795}",25,8,-136.9784356343308,"{0: 10, 1: 0, 2: 3, 3: 2, 4: 2}",1
465,False,"{'a': 0.1, 'e': 0.8942695414226836}",20,0,-93.92637275862656,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",1
466,False,"{'a': 0.1, 'e': 0.8938215656067205}",20,0,-131.24902277444767,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
467,False,"{'a': 0.1, 'e': 0.8933726959692665}",25,0,-104.62977853647828,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
468,False,"{'a': 0.1, 'e': 0.8929229329591909}",20,1,-103.29235483295209,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 1}",1
469,False,"{'a': 0.1, 'e': 0.8924722770262568}",20,0,-131.6625796904197,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
470,False,"{'a': 0.1, 'e': 0.89202072862112}",25,0,-202.2198604747922,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 4}",0
471,False,"{'a': 0.1, 'e': 0.891568288195329}",20,0,-137.74223844740365,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
472,False,"{'a': 0.1, 'e': 0.891114956201324}",25,0,-44.53775360538904,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
473,False,"{'a': 0.1, 'e': 0.890660733092437}",20,10,-93.14434899540903,"{0: 5, 1: 0, 2: 2, 3: 2, 4: 1}",1
474,False,"{'a': 0.1, 'e': 0.8902056193228912}",30,10,-108.5353520161418,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",1
475,False,"{'a': 0.1, 'e': 0.8897496153478003}",20,6,-78.28932837439714,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 1}",1
476,False,"{'a': 0.1, 'e': 0.8892927216231682}",25,0,-196.02128666482804,"{0: 14, 1: 1, 2: 5, 3: 2, 4: 3}",0
477,False,"{'a': 0.1, 'e': 0.8888349386058886}",20,0,-12.083036340803464,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
478,False,"{'a': 0.1, 'e': 0.8883762667537444}",20,0,-102.73333605761597,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 2}",0
479,False,"{'a': 0.1, 'e': 0.8879167065254074}",25,0,-90.01725934319741,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
480,False,"{'a': 0.1, 'e': 0.8874562583804381}",20,0,-128.60021386440474,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
481,False,"{'a': 0.1, 'e': 0.8869949227792842}",25,0,-141.25877162757948,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
482,False,"{'a': 0.1, 'e': 0.8865327001832815}",20,0,-134.3341369333116,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 3}",0
483,False,"{'a': 0.1, 'e': 0.8860695910546524}",20,0,-79.41475795389589,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
484,False,"{'a': 0.1, 'e': 0.8856055958565062}",20,0,-65.11255949714544,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
485,False,"{'a': 0.1, 'e': 0.8851407150528379}",20,1,-62.061550505485734,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
486,False,"{'a': 0.1, 'e': 0.8846749491085283}",20,0,-121.06899420144352,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
487,False,"{'a': 0.1, 'e': 0.8842082984893433}",30,0,-251.052392262854,"{0: 16, 1: 1, 2: 7, 3: 2, 4: 4}",0
488,False,"{'a': 0.1, 'e': 0.8837407636619335}",20,0,-63.85430968480482,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
489,False,"{'a': 0.1, 'e': 0.8832723450938338}",30,14,-116.5005727091705,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 2}",1
490,False,"{'a': 0.1, 'e': 0.8828030432534625}",20,0,-129.14300226875744,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
491,False,"{'a': 0.1, 'e': 0.8823328586101215}",25,0,-58.43007548069464,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
492,False,"{'a': 0.1, 'e': 0.8818617916339955}",20,0,-85.43655071659512,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
493,False,"{'a': 0.1, 'e': 0.8813898427961513}",20,11,-44.93292665375817,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
494,False,"{'a': 0.1, 'e': 0.8809170125685377}",20,0,-84.01911527450822,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
495,False,"{'a': 0.1, 'e': 0.880443301423985}",30,0,-49.79584095600373,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
496,False,"{'a': 0.1, 'e': 0.8799687098362042}",25,0,-62.85473900645719,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
497,False,"{'a': 0.1, 'e': 0.879493238279787}",20,0,-238.61020997694501,"{0: 9, 1: 1, 2: 4, 3: 2, 4: 4}",0
498,False,"{'a': 0.1, 'e': 0.8790168872302047}",20,0,-151.56783921801897,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
499,False,"{'a': 0.1, 'e': 0.8785396571638084}",30,0,-80.74534092895078,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
500,False,"{'a': 0.1, 'e': 0.8780615485578283}",25,3,-86.02968560220333,"{0: 13, 1: 5, 2: 2, 3: 1, 4: 1}",1
501,False,"{'a': 0.1, 'e': 0.8775825618903728}",20,0,-110.98288348111501,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
502,False,"{'a': 0.1, 'e': 0.8771026976404284}",20,0,-116.31523680195569,"{0: 12, 1: 1, 2: 3, 3: 3, 4: 1}",0
503,False,"{'a': 0.1, 'e': 0.8766219562878595}",25,0,-164.83104058019197,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
504,False,"{'a': 0.1, 'e': 0.8761403383134074}",20,0,-188.21639162325692,"{0: 9, 1: 4, 2: 2, 3: 2, 4: 3}",0
505,False,"{'a': 0.1, 'e': 0.87565784419869}",20,0,-77.50390473127138,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
506,False,"{'a': 0.1, 'e': 0.8751744744262013}",25,0,-155.87813034319743,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
507,False,"{'a': 0.1, 'e': 0.8746902294793112}",20,7,-68.27928904307542,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 1}",1
508,False,"{'a': 0.1, 'e': 0.8742051098422644}",20,0,-99.20538138077347,"{0: 11, 1: 2, 2: 4, 3: 3, 4: 0}",0
509,False,"{'a': 0.1, 'e': 0.8737191160001807}",20,0,-46.98321490445859,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
510,False,"{'a': 0.1, 'e': 0.8732322484390539}",20,0,-212.53417033545674,"{0: 9, 1: 3, 2: 3, 3: 1, 4: 4}",0
511,False,"{'a': 0.1, 'e': 0.8727445076457513}",20,0,-144.63928264043437,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
512,False,"{'a': 0.1, 'e': 0.8722558941080137}",25,0,-237.2523012298776,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 5}",0
513,False,"{'a': 0.1, 'e': 0.8717664083144548}",25,0,-245.52314297618028,"{0: 10, 1: 4, 2: 4, 3: 4, 4: 3}",0
514,False,"{'a': 0.1, 'e': 0.8712760507545603}",20,3,-161.84707738045418,"{0: 8, 1: 2, 2: 4, 3: 0, 4: 3}",1
515,False,"{'a': 0.1, 'e': 0.8707848219186876}",30,0,-159.3282207062503,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
516,False,"{'a': 0.1, 'e': 0.8702927222980654}",25,0,-13.559923757044682,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
517,False,"{'a': 0.1, 'e': 0.8697997523847936}",30,0,-131.8084558475015,"{0: 23, 1: 2, 2: 1, 3: 1, 4: 3}",0
518,False,"{'a': 0.1, 'e': 0.8693059126718419}",20,0,-117.74940441063328,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
519,False,"{'a': 0.1, 'e': 0.8688112036530499}",20,0,-33.0902982308492,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
520,False,"{'a': 0.1, 'e': 0.8683156258231266}",25,9,-45.77199695156196,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
521,False,"{'a': 0.1, 'e': 0.8678191796776499}",25,12,-50.99339743317793,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 1}",1
522,False,"{'a': 0.1, 'e': 0.8673218657130658}",20,8,-79.09635202068952,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 1}",1
523,False,"{'a': 0.1, 'e': 0.8668236844266883}",20,0,-78.0321347906347,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
524,False,"{'a': 0.1, 'e': 0.8663246363166986}",20,7,-65.23036035248796,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 1}",1
525,False,"{'a': 0.1, 'e': 0.8658247218821448}",20,0,-54.92196186456212,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
526,False,"{'a': 0.1, 'e': 0.8653239416229412}",20,0,-76.81675459691682,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 0}",0
527,False,"{'a': 0.1, 'e': 0.8648222960398683}",25,0,-85.11020222583483,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
528,False,"{'a': 0.1, 'e': 0.8643197856345712}",25,10,-156.1066411012405,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 3}",1
529,False,"{'a': 0.1, 'e': 0.8638164109095605}",25,11,-74.27006356704399,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
530,False,"{'a': 0.1, 'e': 0.863312172368211}",25,0,-219.58508121801054,"{0: 14, 1: 3, 2: 2, 3: 2, 4: 4}",0
531,False,"{'a': 0.1, 'e': 0.862807070514761}",30,0,-80.96519265323464,"{0: 22, 1: 1, 2: 4, 3: 3, 4: 0}",0
532,False,"{'a': 0.1, 'e': 0.8623011058543124}",20,9,8.182375689218073,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
533,False,"{'a': 0.1, 'e': 0.8617942788928298}",25,12,-87.305302812121,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 2}",1
534,False,"{'a': 0.1, 'e': 0.8612865901371402}",25,0,-136.6824497780219,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
535,False,"{'a': 0.1, 'e': 0.8607780400949321}",25,0,-70.05929702651308,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
536,False,"{'a': 0.1, 'e': 0.8602686292747557}",20,0,-124.76886067831255,"{0: 12, 1: 0, 2: 4, 3: 3, 4: 1}",1
537,False,"{'a': 0.1, 'e': 0.8597583581860216}",20,0,-241.3210170915654,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 5}",0
538,False,"{'a': 0.1, 'e': 0.8592472273390012}",20,0,-152.44367299281532,"{0: 12, 1: 1, 2: 2, 3: 3, 4: 2}",0
539,False,"{'a': 0.1, 'e': 0.8587352372448249}",25,8,-64.67356486334725,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 0}",1
540,False,"{'a': 0.1, 'e': 0.8582223884154829}",20,9,-71.00731149130446,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 1}",1
541,False,"{'a': 0.1, 'e': 0.8577086813638242}",25,4,-82.23217368145211,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 2}",1
542,False,"{'a': 0.1, 'e': 0.8571941166035554}",20,0,-147.3638613578424,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
543,False,"{'a': 0.1, 'e': 0.8566786946492415}",20,14,10.980201296551034,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.1, 'e': 0.8561624160163044}",25,0,-136.96004672179663,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
545,False,"{'a': 0.1, 'e': 0.8556452812210225}",20,0,-70.53001977070628,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
546,False,"{'a': 0.1, 'e': 0.8551272907805307}",20,0,-154.32450740660943,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
547,False,"{'a': 0.1, 'e': 0.8546084452128195}",20,11,-6.215221480310218,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
548,False,"{'a': 0.1, 'e': 0.8540887450367343}",20,2,-60.173678071500674,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
549,False,"{'a': 0.1, 'e': 0.8535681907719751}",25,0,-52.70429156931027,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
550,False,"{'a': 0.1, 'e': 0.8530467829390963}",20,0,-121.67237013812516,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
551,False,"{'a': 0.1, 'e': 0.8525245220595057}",20,10,-22.529367862227648,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
